season,manager,phase,player_raw,player,pos,team,price,fpl_points,fpl_minutes,matched
2018-19,Alex,rebid,Rose,Rose,DEF,,1,86,1792,yes
2018-19,Alex,rebid,Cork,Cork,MID,,1,87,3312,yes
2018-19,Alex,rebid,Lössl,Lössl,GK,,1,99,2777,yes
2018-19,Alex,rebid,Coady,Coady,DEF,,1,94,3420,yes
2018-19,Alex,rebid,Bennett,Bennett,DEF,,1,89,3060,yes
2018-19,Alex,rebid,Banaba,Bamba,DEF,,1,95,2475,yes
2018-19,Alex,rebid,Chilwell,Chilwell,DEF,,1,118,3240,yes
2018-19,Alex,rebid,Morrison,Morrison,DEF,,1,97,3039,yes
2018-19,Alex,blind,Lossl,Lössl,GK,,1,99,2777,yes
2018-19,Alex,blind,Stones,Stones,DEF,,1,83,1761,yes
2018-19,Alex,blind,Morrison,Morrison,DEF,,1,97,3039,yes
2018-19,Alex,blind,Cedric,Cédric,DEF,,1,52,1493,yes
2018-19,Alex,settled,Stones,Stones,DEF,,1,83,1761,yes
2018-19,Alex,settled,Morrison,Morrison,DEF,,1,97,3039,yes
2018-19,Alex,settled,Lössl,Lössl,GK,,1,99,2777,yes
2018-19,Alex,settled,Kabasele,Kabasele,DEF,,1,36,1584,yes
2018-19,Alex,rebid,Lacazette,Lacazette,FWD,,,166,2497,yes
2018-19,Alex,rebid,Walcott,Walcott,MID,,,101,2108,yes
2018-19,Alex,rebid,Walcott,Walcott,MID,,,101,2108,yes
2018-19,Alex,rebid,Pickford,Pickford,GK,,,161,3420,yes
2018-19,Alex,rebid,Morrison,Morrison,DEF,,,97,3039,yes
2018-19,Alex,rebid,Kabasele,Kabasele,DEF,,,36,1584,yes
2018-19,Alex,rebid,Agüero,Agüero,FWD,,0,201,2457,yes
2018-19,Alex,rebid,Sterling,Sterling,MID,,0,234,2770,yes
2018-19,Alex,rebid,Lacazette,Lacazette,FWD,,0,166,2497,yes
2018-19,Alex,rebid,Firmino,Firmino,FWD,,0,160,2606,yes
2018-19,Alex,rebid,Mané,Mané,MID,,0,231,3076,yes
2018-19,Alex,rebid,Eriksen,Eriksen,MID,,0,161,2770,yes
2018-19,Alex,rebid,Martial,Martial,MID,,0,122,1613,yes
2018-19,Alex,rebid,Felipe Anderson,Felipe Anderson,MID,,0,155,3045,yes
2018-19,Alex,rebid,Azpilicueta,Azpilicueta,DEF,,,158,3402,yes
2018-19,Alex,rebid,Rüdiger,Rüdiger,DEF,,0,116,2871,yes
2018-19,Alex,rebid,Rose,Rose,DEF,,0,86,1792,yes
2018-19,Alex,rebid,Leno,Leno,GK,,,106,2835,yes
2018-19,Alex,rebid,Pickford,Pickford,GK,,,161,3420,yes
2018-19,Alex,settled,Lacazette,Lacazette,FWD,,,166,2497,yes
2018-19,Alex,settled,Walcott,Walcott,MID,,,101,2108,yes
2018-19,Arjav,rebid,Eriksen,Eriksen,MID,,850,161,2770,yes
2018-19,Arjav,auction,Aubameyang,Aubameyang,FWD,,800,205,2722,yes
2018-19,Arjav,auction,Agüero,Agüero,FWD,,700,201,2457,yes
2018-19,Arjav,rebid,Aubameyang,Aubameyang,FWD,,700,205,2722,yes
2018-19,Arjav,rebid,Aubameyang,Aubameyang,FWD,,700,205,2722,yes
2018-19,Arjav,auction,Mané,Mané,MID,,500,231,3076,yes
2018-19,Arjav,rebid,Martial,Martial,MID,,480,122,1613,yes
2018-19,Arjav,rebid,Son,Son,MID,,400,159,2033,yes
2018-19,Arjav,rebid,Son,Son,MID,,400,159,2033,yes
2018-19,Arjav,rebid,Ramsey,Ramsey,MID,,340,91,1319,yes
2018-19,Arjav,rebid,Chicharito,Chicharito,FWD,,290,86,1326,yes
2018-19,Arjav,auction,Mendy,Mendy,DEF,,210,59,900,yes
2018-19,Arjav,rebid,van Dijk,van Dijk,DEF,,200,208,3384,yes
2018-19,Arjav,rebid,Jota,Jota,MID,,200,139,2352,yes
2018-19,Arjav,rebid,van Dijk,van Dijk,DEF,,200,208,3384,yes
2018-19,Arjav,rebid,Maguire,Maguire,DEF,,175,92,2596,yes
2018-19,Arjav,auction,van Dijk,van Dijk,DEF,,150,208,3384,yes
2018-19,Arjav,auction,Bernardo Silva,Bernardo Silva,MID,,140,154,2849,yes
2018-19,Arjav,rebid,Jota,Jota,MID,,130,139,2352,yes
2018-19,Arjav,auction,Felipe Anderson,Felipe Anderson,MID,,110,155,3045,yes
2018-19,Arjav,auction,Alderweireld,Alderweireld,DEF,,100,107,2921,yes
2018-19,Arjav,rebid,Jonny,Jonny,DEF,,100,103,2772,yes
2018-19,Arjav,auction,Bailly,Bailly,DEF,,87,16,636,yes
2018-19,Arjav,rebid,Hennessey,Hennessey,GK,,75,67,1575,yes
2018-19,Arjav,rebid,Lascelles,Lascelles,DEF,,67,95,2745,yes
2018-19,Arjav,rebid,Rose,Rose,DEF,,60,86,1792,yes
2018-19,Arjav,rebid,Barnes,Barnes,MID,,55,43,1001,yes
2018-19,Arjav,auction,Maddison,Maddison,MID,,50,137,2831,yes
2018-19,Arjav,auction,Wilson,Wilson,FWD,,50,168,2528,yes
2018-19,Arjav,rebid,Dubravka,Dubravka,GK,,45,131,3420,yes
2018-19,Arjav,rebid,Giroud,Giroud,FWD,,40,55,828,yes
2018-19,Arjav,rebid,Davies,Davies,DEF,,30,66,1837,yes
2018-19,Arjav,rebid,Wood,Wood,FWD,,20,131,2580,yes
2018-19,Arjav,auction,Walcott,Walcott,MID,,10,101,2108,yes
2018-19,Arjav,auction,Digne,Digne,DEF,,1,158,2964,yes
2018-19,Arjav,auction,Dubravka,Dubravka,GK,,1,131,3420,yes
2018-19,Arjav,auction,Foster,Foster,GK,,1,129,3420,yes
2018-19,Arjav,rebid,Keita,Keita,MID,,1,67,1385,yes
2018-19,Arjav,rebid,Lingard,Lingard,MID,,1,78,1657,yes
2018-19,Arjav,rebid,Paterson,Paterson,MID,,1,80,1993,yes
2018-19,Arjav,rebid,Danilo,Danilo,DEF,,1,46,805,yes
2018-19,Arjav,rebid,Digne,Digne,DEF,,1,158,2964,yes
2018-19,Arjav,rebid,Dubravka,Dubravka,GK,,1,131,3420,yes
2018-19,Arjav,rebid,Ramsey,Ramsey,MID,,1,91,1319,yes
2018-19,Arjav,rebid,Antonio,Antonio,MID,,1,118,2093,yes
2018-19,Arjav,rebid,Chicharito,Chicharito,FWD,,1,86,1326,yes
2018-19,Arjav,rebid,Niasse,Niasse,FWD,,1,30,988,yes
2018-19,Arjav,rebid,Balbuena,Balbuena,DEF,,1,61,2013,yes
2018-19,Arjav,rebid,Jonny,Jonny,DEF,,1,103,2772,yes
2018-19,Arjav,rebid,Ryan,Ryan,GK,,1,104,3060,yes
2018-19,Arjav,rebid,Ings,Ings,FWD,,1,90,1650,yes
2018-19,Arjav,rebid,Lascelles,Lascelles,DEF,,1,95,2745,yes
2018-19,Arjav,rebid,Bertrand,Bertrand,DEF,,1,56,2160,yes
2018-19,Arjav,rebid,Ryan,Ryan,GK,,1,104,3060,yes
2018-19,Arjav,rebid,Gunn,Gunn,GK,,1,47,1080,yes
2018-19,Arjav,rebid,Aubameyang,Aubameyang,FWD,,,205,2722,yes
2018-19,Arjav,rebid,Agüero,Agüero,FWD,,,201,2457,yes
2018-19,Arjav,rebid,Sánchez,Sánchez,MID,,,47,869,yes
2018-19,Arjav,rebid,Firmino,Firmino,FWD,,,160,2606,yes
2018-19,Arjav,rebid,Eriksen,Eriksen,MID,,,161,2770,yes
2018-19,Arjav,rebid,Bernardo Silva,Bernardo Silva,MID,,,154,2849,yes
2018-19,Arjav,rebid,Felipe Anderson,Felipe Anderson,MID,,,155,3045,yes
2018-19,Arjav,rebid,Maddison,Maddison,MID,,,137,2831,yes
2018-19,Arjav,rebid,van Dijk,van Dijk,DEF,,,208,3384,yes
2018-19,Arjav,rebid,Mendy,Mendy,DEF,,,59,900,yes
2018-19,Arjav,rebid,Alderweireld,Alderweireld,DEF,,,107,2921,yes
2018-19,Arjav,rebid,Rüdiger,Rüdiger,DEF,,,116,2871,yes
2018-19,Arjav,rebid,Digne,Digne,DEF,,,158,2964,yes
2018-19,Arjav,rebid,Dubravka,Dubravka,GK,,,131,3420,yes
2018-19,Arjav,rebid,Foster,Foster,GK,,,129,3420,yes
2018-19,Arjav,rebid,Aubameyang,Aubameyang,FWD,,,205,2722,yes
2018-19,Arjav,rebid,Eriksen,Eriksen,MID,,,161,2770,yes
2018-19,Arjav,rebid,Son,Son,MID,,,159,2033,yes
2018-19,Arjav,rebid,van Dijk,van Dijk,DEF,,,208,3384,yes
2018-19,Arjav,rebid,Rüdiger,Rüdiger,DEF,,,116,2871,yes
2018-19,Arjav,settled,Aubameyang,Aubameyang,FWD,,,205,2722,yes
2018-19,Arjav,settled,Agüero,Agüero,FWD,,,201,2457,yes
2018-19,Arjav,settled,Sánchez,Sánchez,DEF,,,78,1941,yes
2018-19,Arjav,settled,Firmino,Firmino,FWD,,,160,2606,yes
2018-19,Arjav,settled,Eriksen,Eriksen,MID,,,161,2770,yes
2018-19,Arjav,settled,Bernardo Silva,Bernardo Silva,MID,,,154,2849,yes
2018-19,Arjav,settled,Felipe Anderson,Felipe Anderson,MID,,,155,3045,yes
2018-19,Arjav,settled,Maddison,Maddison,MID,,,137,2831,yes
2018-19,Arjav,settled,van Dijk,van Dijk,DEF,,,208,3384,yes
2018-19,Arjav,settled,Mendy,Mendy,MID,,,58,2085,yes
2018-19,Arjav,settled,Alderweireld,Alderweireld,DEF,,,107,2921,yes
2018-19,Arjav,settled,Rüdiger,Rüdiger,DEF,,,116,2871,yes
2018-19,Arjav,settled,Digne,Digne,DEF,,,158,2964,yes
2018-19,Arjav,settled,Dubravka,Dubravka,GK,,,131,3420,yes
2018-19,Arjav,settled,Foster,Foster,GK,,,129,3420,yes
2018-19,Chris,rebid,Hazard,Hazard,MID,,700,238,2918,yes
2018-19,Chris,rebid,Hazard,Hazard,MID,,700,238,2918,yes
2018-19,Chris,rebid,David Luiz,David Luiz,DEF,,666,164,3238,yes
2018-19,Chris,rebid,Batshuayi,Batshuayi,FWD,,620,48,748,yes
2018-19,Chris,auction,Firmino,Firmino,FWD,,500,160,2606,yes
2018-19,Chris,auction,Arnautovic,Arnautovic,FWD,,370,117,1988,yes
2018-19,Chris,rebid,Vardy,Vardy,FWD,,340,174,2726,yes
2018-19,Chris,settled,Vardy,Vardy,FWD,,340,174,2726,yes
2018-19,Chris,auction,Ederson,Ederson,GK,,310,169,3420,yes
2018-19,Chris,rebid,Alli,Alli,MID,,310,94,1822,yes
2018-19,Chris,rebid,Lingard,Lingard,MID,,310,78,1657,yes
2018-19,Chris,settled,Alli,Alli,MID,,310,94,1822,yes
2018-19,Chris,auction,Walker,Walker,DEF,,280,150,2776,yes
2018-19,Chris,rebid,Schlupp,Schlupp,DEF,,250,91,1660,yes
2018-19,Chris,auction,Davies,Davies,DEF,,240,66,1837,yes
2018-19,Chris,auction,Sigurdsson,Sigurdsson,MID,,220,182,3122,yes
2018-19,Chris,rebid,Deeney,Deeney,FWD,,220,116,2542,yes
2018-19,Chris,settled,Deeney,Deeney,FWD,,220,116,2542,yes
2018-19,Chris,rebid,Arnautovic,Arnautovic,FWD,,200,117,1988,yes
2018-19,Chris,rebid,Walker,Walker,DEF,,200,150,2776,yes
2018-19,Chris,rebid,Walker,Walker,DEF,,200,150,2776,yes
2018-19,Chris,rebid,Barnes,Barnes,FWD,,200,122,2378,yes
2018-19,Chris,auction,Groß,Groß,MID,,190,80,1864,yes
2018-19,Chris,rebid,Matip,Matip,DEF,,180,83,1535,yes
2018-19,Chris,rebid,Lindelöf,Lindelöf,DEF,,171,85,2600,yes
2018-19,Chris,auction,Rüdiger,Rüdiger,DEF,,120,116,2871,yes
2018-19,Chris,rebid,De Gea,de Gea,GK,,120,120,3420,yes
2018-19,Chris,rebid,Barnes,Barnes,FWD,,120,122,2378,yes
2018-19,Chris,settled,De Gea,de Gea,GK,,120,120,3420,yes
2018-19,Chris,auction,Tosun,Tosun,FWD,,100,56,1044,yes
2018-19,Chris,auction,Young,Young,DEF,,100,73,2568,yes
2018-19,Chris,rebid,Jonny,Jonny,DEF,,100,103,2772,yes
2018-19,Chris,rebid,Ederson,Ederson,GK,,100,169,3420,yes
2018-19,Chris,rebid,Snodgrass,Snodgrass,MID,,100,85,2215,yes
2018-19,Chris,rebid,Almiron,Almirón,MID,,100,28,758,yes
2018-19,Chris,rebid,Ederson,Ederson,GK,,100,169,3420,yes
2018-19,Chris,blind,Jonny,Jonny,DEF,,100,103,2772,yes
2018-19,Chris,settled,Jonny,Jonny,DEF,,100,103,2772,yes
2018-19,Chris,rebid,Willian,Willian,MID,,80,108,2091,yes
2018-19,Chris,rebid,Chilwell,Chilwell,DEF,,65,118,3240,yes
2018-19,Chris,blind,Chilwell,Chilwell,DEF,,65,118,3240,yes
2018-19,Chris,settled,Chilwell,Chilwell,DEF,,65,118,3240,yes
2018-19,Chris,auction,Martial,Martial,MID,,60,122,1613,yes
2018-19,Chris,rebid,Smalling,Smalling,DEF,,50,56,2127,yes
2018-19,Chris,settled,Smalling,Smalling,DEF,,50,56,2127,yes
2018-19,Chris,rebid,Schürrle,Schürrle,MID,,40,75,1638,yes
2018-19,Chris,settled,Schürrle,Schürrle,MID,,40,75,1638,yes
2018-19,Chris,rebid,Mkhitaryan,Mkhitaryan,MID,,20,98,1637,yes
2018-19,Chris,rebid,Heaton,Heaton,GK,,20,58,1710,yes
2018-19,Chris,settled,Mkhitaryan,Mkhitaryan,MID,,20,98,1637,yes
2018-19,Chris,rebid,Tielemans,Tielemans,MID,,15,63,1087,yes
2018-19,Chris,rebid,Pérez,Pérez,FWD,,10,141,2916,yes
2018-19,Chris,rebid,Knockaert,Knockaert,MID,,5,74,1828,yes
2018-19,Chris,auction,Brady,Brady,MID,,1,20,714,yes
2018-19,Chris,auction,Lovren,Lovren,DEF,,1,63,986,yes
2018-19,Chris,auction,Neves,Neves,MID,,1,104,3006,yes
2018-19,Chris,auction,Begovic,Begovic,GK,,1,63,2160,yes
2018-19,Chris,rebid,Groß,Groß,MID,,1,80,1864,yes
2018-19,Chris,rebid,Milner,Milner,MID,,1,101,1778,yes
2018-19,Chris,rebid,Lingard,Lingard,MID,,1,78,1657,yes
2018-19,Chris,rebid,Llorente,Llorente,FWD,,1,41,681,yes
2018-19,Chris,rebid,Lovren,Lovren,DEF,,1,63,986,yes
2018-19,Chris,rebid,Aké,Aké,DEF,,1,120,3411,yes
2018-19,Chris,rebid,Schär,Schär,DEF,,1,93,2000,yes
2018-19,Chris,rebid,Yedlin,Yedlin,DEF,,1,63,2472,yes
2018-19,Chris,rebid,Heaton,Heaton,GK,,1,58,1710,yes
2018-19,Chris,blind,Milner,Milner,MID,,1,101,1778,yes
2018-19,Chris,blind,Gross,Groß,MID,,1,80,1864,yes
2018-19,Chris,settled,Groß,Groß,MID,,1,80,1864,yes
2018-19,Chris,settled,Milner,Milner,MID,,1,101,1778,yes
2018-19,Chris,rebid,Arnautovic,Arnautovic,FWD,,,117,1988,yes
2018-19,Chris,rebid,Walker,Walker,DEF,,,150,2776,yes
2018-19,Chris,rebid,Ederson,Ederson,GK,,,169,3420,yes
2018-19,Chris,rebid,Bellerín,Bellerín,DEF,,,60,1532,yes
2018-19,Chris,rebid,Salah,Salah,MID,,,259,3254,yes
2018-19,Chris,rebid,Hazard,Hazard,MID,,,238,2918,yes
2018-19,Chris,rebid,Mané,Mané,MID,,,231,3076,yes
2018-19,Chris,rebid,Alli,Alli,MID,,,94,1822,yes
2018-19,Chris,rebid,Vardy,Vardy,FWD,,,174,2726,yes
2018-19,Chris,rebid,Arnautovic,Arnautovic,FWD,,,117,1988,yes
2018-19,Chris,rebid,Walker,Walker,DEF,,,150,2776,yes
2018-19,Chris,rebid,De Gea,de Gea,GK,,,120,3420,yes
2018-19,Chris,rebid,Vertonghen,Vertonghen,DEF,,,67,1911,yes
2018-19,Chris,rebid,Deeney,Deeney,FWD,,,116,2542,yes
2018-19,Chris,rebid,Ederson,Ederson,GK,,,169,3420,yes
2018-19,Chris,rebid,Milner,Milner,MID,,,101,1778,yes
2018-19,Chris,rebid,Keane,Keane,DEF,,,129,2970,yes
2018-19,Chris,rebid,Chilwell,Chilwell,DEF,,,118,3240,yes
2018-19,Chris,rebid,Gomez,Gomez,DEF,,,55,1059,yes
2018-19,Chris,settled,Arnautovic,Arnautovic,FWD,,,117,1988,yes
2018-19,Chris,settled,Walker,Walker,DEF,,,150,2776,yes
2018-19,Chris,settled,Ederson,Ederson,GK,,,169,3420,yes
2018-19,Chris,settled,Bellerín,Bellerín,DEF,,,60,1532,yes
2018-19,Cody,rebid,Mané,Mané,MID,,700,231,3076,yes
2018-19,Cody,rebid,Vertonghen,Vertonghen,DEF,,450,67,1911,yes
2018-19,Cody,rebid,Vardy,Vardy,FWD,,440,174,2726,yes
2018-19,Cody,rebid,Felipe Anderson,Felipe Anderson,MID,,430,155,3045,yes
2018-19,Cody,settled,Sigurdsson,Sigurdsson,MID,,420,182,3122,yes
2018-19,Cody,rebid,Vardy,Vardy,FWD,,400,174,2726,yes
2018-19,Cody,rebid,Azpilicueta,Azpilicueta,DEF,,300,158,3402,yes
2018-19,Cody,rebid,Laporte,Laporte,DEF,,300,177,3056,yes
2018-19,Cody,rebid,Chicharito,Chicharito,FWD,,300,86,1326,yes
2018-19,Cody,blind,Laporte,Laporte,DEF,,300,177,3056,yes
2018-19,Cody,settled,Azpilicueta,Azpilicueta,DEF,,300,158,3402,yes
2018-19,Cody,settled,Laporte,Laporte,DEF,,300,177,3056,yes
2018-19,Cody,rebid,Kepa,Kepa,GK,,250,142,3240,yes
2018-19,Cody,blind,Kepa,Kepa,GK,,250,142,3240,yes
2018-19,Cody,settled,Kepa,Kepa,GK,,250,142,3240,yes
2018-19,Cody,rebid,Ings,Ings,FWD,,245,90,1650,yes
2018-19,Cody,blind,Ings,Ings,FWD,,245,90,1650,yes
2018-19,Cody,settled,Ings,Ings,FWD,,245,90,1650,yes
2018-19,Cody,rebid,Knockaert,Knockaert,MID,,220,74,1828,yes
2018-19,Cody,blind,Knockaert,Knockaert,MID,,220,74,1828,yes
2018-19,Cody,settled,Knockaert,Knockaert,MID,,220,74,1828,yes
2018-19,Cody,rebid,Chilwell,Chilwell,DEF,,210,118,3240,yes
2018-19,Cody,rebid,Murray,Murray,FWD,,200,129,2501,yes
2018-19,Cody,rebid,Tielemans,Tielemans,MID,,200,63,1087,yes
2018-19,Cody,rebid,Sigurdsson,Sigurdsson,MID,,180,182,3122,yes
2018-19,Cody,rebid,Gomez,Gomez,DEF,,170,55,1059,yes
2018-19,Cody,blind,Gomez,Gomez,DEF,,170,55,1059,yes
2018-19,Cody,settled,Gomez,Gomez,DEF,,170,55,1059,yes
2018-19,Cody,auction,Smalling,Smalling,DEF,,140,56,2127,yes
2018-19,Cody,rebid,Shaqiri,Shaqiri,MID,,140,88,1052,yes
2018-19,Cody,rebid,Özil,Özil,MID,,140,89,1732,yes
2018-19,Cody,auction,Otamendi,Otamendi,DEF,,120,70,1233,yes
2018-19,Cody,rebid,Ramsey,Ramsey,MID,,120,91,1319,yes
2018-19,Cody,settled,Ramsey,Ramsey,MID,,120,91,1319,yes
2018-19,Cody,rebid,Wood,Wood,FWD,,110,131,2580,yes
2018-19,Cody,rebid,Leno,Leno,GK,,100,106,2835,yes
2018-19,Cody,rebid,David Luiz,David Luiz,DEF,,100,164,3238,yes
2018-19,Cody,rebid,Kolasinac,Kolasinac,DEF,,100,81,1886,yes
2018-19,Cody,rebid,Laporte,Laporte,DEF,,100,177,3056,yes
2018-19,Cody,rebid,Kepa,Kepa,GK,,100,142,3240,yes
2018-19,Cody,rebid,Laporte,Laporte,DEF,,100,177,3056,yes
2018-19,Cody,rebid,Kepa,Kepa,GK,,100,142,3240,yes
2018-19,Cody,blind,Leno,Leno,GK,,100,106,2835,yes
2018-19,Cody,settled,Leno,Leno,GK,,100,106,2835,yes
2018-19,Cody,rebid,Iheanacho,Iheanacho,FWD,,90,58,924,yes
2018-19,Cody,settled,Iheanacho,Iheanacho,FWD,,90,58,924,yes
2018-19,Cody,auction,Lloris,Lloris,GK,,86,145,2970,yes
2018-19,Cody,auction,Schmeichel,Schmeichel,GK,,75,120,3420,yes
2018-19,Cody,auction,Milivojevic,Milivojevic,MID,,60,166,3420,yes
2018-19,Cody,rebid,Schmeichel,Schmeichel,GK,,55,120,3420,yes
2018-19,Cody,auction,Moses,Moses,DEF,,50,2,26,yes
2018-19,Cody,rebid,Sánchez,Sánchez,MID,,50,47,869,yes
2018-19,Cody,auction,Gudmundsson,Gudmundsson,MID,,40,92,1743,yes
2018-19,Cody,rebid,Keita,Keita,MID,,40,67,1385,yes
2018-19,Cody,auction,Doucouré,Doucouré,MID,,30,124,3061,yes
2018-19,Cody,auction,Benteke,Benteke,FWD,,20,33,807,yes
2018-19,Cody,auction,Pérez,Pérez,FWD,,20,141,2916,yes
2018-19,Cody,rebid,Walcott,Walcott,MID,,20,101,2108,yes
2018-19,Cody,auction,Lingard,Lingard,MID,,10,78,1657,yes
2018-19,Cody,auction,Izquierdo,Izquierdo,MID,,10,31,789,yes
2018-19,Cody,auction,Barnes,Barnes,FWD,,1,122,2378,yes
2018-19,Cody,auction,Jones,Jones,DEF,,1,43,1261,yes
2018-19,Cody,auction,Mawson,Mawson,DEF,,1,19,1130,yes
2018-19,Cody,rebid,Koscielny,Koscielny,DEF,,1,62,1329,yes
2018-19,Cody,rebid,Reid,Reid,FWD,,1,80,1413,yes
2018-19,Cody,rebid,Ward-Prowse,Ward-Prowse,MID,,1,94,1940,yes
2018-19,Cody,rebid,Lössl,Lössl,GK,,1,99,2777,yes
2018-19,Cody,rebid,Murray,Murray,FWD,,,129,2501,yes
2018-19,Cody,rebid,Pedro,Pedro,MID,,,112,1768,yes
2018-19,Cody,rebid,Gudmundsson,Gudmundsson,MID,,,92,1743,yes
2018-19,Cody,rebid,Mustafi,Mustafi,DEF,,,80,2611,yes
2018-19,Cody,rebid,David Luiz,David Luiz,DEF,,,164,3238,yes
2018-19,Cody,rebid,Sterling,Sterling,MID,,,234,2770,yes
2018-19,Cody,rebid,Agüero,Agüero,FWD,,,201,2457,yes
2018-19,Cody,rebid,Lacazette,Lacazette,FWD,,,166,2497,yes
2018-19,Cody,rebid,Sigurdsson,Sigurdsson,MID,,,182,3122,yes
2018-19,Cody,rebid,Martial,Martial,MID,,,122,1613,yes
2018-19,Cody,rebid,Azpilicueta,Azpilicueta,DEF,,,158,3402,yes
2018-19,Cody,rebid,Murray,Murray,FWD,,,129,2501,yes
2018-19,Cody,rebid,Gudmundsson,Gudmundsson,MID,,,92,1743,yes
2018-19,Cody,rebid,Bellerín,Bellerín,DEF,,,60,1532,yes
2018-19,Cody,rebid,David Luiz,David Luiz,DEF,,,164,3238,yes
2018-19,Cody,rebid,Knockaert,Knockaert,MID,,,74,1828,yes
2018-19,Cody,rebid,Leno,Leno,GK,,,106,2835,yes
2018-19,Cody,rebid,Kolasinac,Kolasinac,DEF,,,81,1886,yes
2018-19,Cody,rebid,Kepa,Kepa,GK,,,142,3240,yes
2018-19,Cody,rebid,Laporte,Laporte,DEF,,,177,3056,yes
2018-19,Cody,settled,Murray,Murray,FWD,,,129,2501,yes
2018-19,Cody,settled,Pedro,Pedro,MID,,,112,1768,yes
2018-19,Cody,settled,Gudmundsson,Gudmundsson,MID,,,92,1743,yes
2018-19,Cody,settled,Mustafi,Mustafi,DEF,,,80,2611,yes
2018-19,Cody,settled,David Luiz,David Luiz,DEF,,,164,3238,yes
2018-19,Lakshman,rebid,Lukaku,Lukaku,FWD,,1150,115,2126,yes
2018-19,Lakshman,auction,Kane,Kane,FWD,,850,160,2423,yes
2018-19,Lakshman,rebid,Higuain,Higuaín,FWD,,750,53,1084,yes
2018-19,Lakshman,auction,Salah,Salah,MID,,700,259,3254,yes
2018-19,Lakshman,rebid,Salah,Salah,MID,,700,259,3254,yes
2018-19,Lakshman,rebid,Kane,Kane,FWD,,700,160,2423,yes
2018-19,Lakshman,rebid,Salah,Salah,MID,,700,259,3254,yes
2018-19,Lakshman,rebid,Kane,Kane,FWD,,700,160,2423,yes
2018-19,Lakshman,rebid,Lukaku,Lukaku,FWD,,500,115,2126,yes
2018-19,Lakshman,rebid,Alli,Alli,MID,,400,94,1822,yes
2018-19,Lakshman,auction,Alli,Alli,MID,,340,94,1822,yes
2018-19,Lakshman,rebid,Bernardo Silva,Bernardo Silva,MID,,320,154,2849,yes
2018-19,Lakshman,auction,De Gea,de Gea,GK,,280,120,3420,yes
2018-19,Lakshman,auction,King,King,FWD,,240,141,2963,yes
